,PC1,PC2,kor,eng
0,5.468504024246747,1.9759649794563954,가해,Added
1,7.448488696345487,-1.2946040769437799,처벌,punishment
2,5.0236001424024845,1.6122293006695938,피해,damage
3,-1.2407700278827944,-0.6588770509167913,일련,series
4,2.619271837376473,3.593368381807272,폭력,violence
5,4.036688305191337,-1.616757591735459,법적,Legal
6,-1.529807783179724,0.5455720457192028,수면,Sleep
7,-0.8998101718649496,-1.7117627719550468,준강간,Who raped
8,5.301896062624834,0.779003652909416,가해자,attacker
9,-2.371223654568854,-0.7553335390923437,온정,Warmth
10,5.596235178430011,1.5436312608766023,피해자,victim
11,0.5774920216841475,-0.7314182678270991,대책위,Daechaekwi
12,-1.2886638183471635,0.2811180862254928,용인,Yongin
13,-1.50274013905363,-0.9172524095444242,그루밍,Grooming
14,-1.4810986631207936,-1.084091882659127,형사고소,Criminal complaint
15,-1.168936024196405,-1.2738833120257027,민사소송,Litigation
16,-2.3574367041996114,-1.0769648870819837,볼때,Given
17,0.018767105110319683,2.7845353597198916,분노,anger
18,-0.7144652701740073,3.9594642718782085,동참,Join
19,4.560215791820487,2.8282248151775136,성폭력,SAE
20,-1.8070228464655447,0.4735835458258985,각층,Each floor
21,2.3988318436384546,1.8699269598316994,근절,eradication
22,-0.7889188734558412,0.03960465229987339,위축,atrophy
23,0.6631505116807532,4.3709431759814965,강남역,Gangnam
24,6.647339755794377,-2.4048232916119723,고소,Sue
25,-2.3029493809721204,-0.7811052150472695,피사,Pisa
26,-2.1306802966943508,-1.1430598506904053,피소,Accused
27,-1.9424338606519322,1.9048699153372834,외침,shout
28,0.253898861505672,1.0066587847460384,태도,attitude
29,-1.490049747528463,-1.496405935865487,출판물,publication
30,-2.3586001068657394,-0.928595086727315,재갈,curb
31,-0.2817030388934932,-0.821098042629923,고도,Altitude
32,-1.3148832224873446,0.16984517484704506,안타,safety
33,0.7839980504806863,1.0298136494635004,심각,serious
34,-1.909109896088689,-0.9241201159034836,절도,theft
35,2.576941385926463,-1.9690291107797846,접수,Receipt
36,-1.5771154100484126,0.6575194119291641,이토,Ito
37,3.3305539737545327,-0.29310027187166127,성희롱,Harassment
38,2.322536017763696,-2.750097512994393,입증,proof
39,2.2850211688668898,-2.9193559682542976,변호인,Counsel
40,-1.9589636069687753,-1.2005470499759825,모욕죄,contempt
41,2.3674971646220815,-1.553127474679882,무고죄,False accusation
42,0.29643374059015704,1.1071167652856122,두려움,fear
43,-2.161699058001618,-1.0937662546931266,물증,Evidence
44,-2.0159944665806484,-1.0560970222390411,습성,habit
45,-1.5932048540428811,-0.9045247897620173,진실성,verity
46,1.3763756808402972,0.7939415905756337,당사자,party
47,-2.400682399358561,-0.9154389383839339,박소연,Park So-Youn
48,-2.051062342956503,-0.27325708425488804,시오리,Siohri
49,-1.4063270680197233,-0.736540232657968,비호,protection
50,-2.4545812986851017,-0.7685052534671428,발화점,flash point
51,-2.052087153070652,-0.9471601060424846,기미,freckles
52,0.35857688177428737,0.09244438466710167,호소,appeal
53,-0.6113999784828179,2.4394289101416264,생존자,Survivors
54,-1.8832462328030395,-0.0010312053260317644,탁수,Turbid
55,-1.6995292177209165,-0.6906461170864093,김혜정,Gimhyejeong
56,0.3082182900500704,0.8303804721389125,반성,regret
57,-1.1875644432850718,0.16878124141227208,개별,Individual
58,-2.375189684697075,-0.6847530502601599,영건,Younggeon
59,-2.405701804503196,-0.7073524866596579,여론재판,Court of public opinion
60,0.0389974742675685,-1.1899685976603145,훼손,damage
61,0.372401967555238,3.638558792917649,지지,support
62,-0.8376464723142566,0.018905761408133742,육계,Broiler
63,-0.1651199849625527,1.4774081858544923,알리,Ali
64,-1.9892104536290642,-0.3933204123004641,숨죽,Sumjuk
65,-1.3136875483076802,2.7581162609156054,응원,cheer
66,-0.9469499440932745,0.5805179351505522,각성,Awakening
67,4.249875627958131,-3.1865889319948097,공소,Prosecution
68,1.714407194080949,0.8747860976011531,사례,case
69,-0.5165426728940676,0.45349320760120543,옹호,advocacy
70,2.0027114579656144,-0.7670473477936766,저지,jersey
71,-1.0991898610834292,-1.1220621776194126,양씨,Yang
72,0.48988197821710333,-0.6137113948173765,소장,Intestine
73,2.857161254900543,0.01924949249199563,대응,Response
74,-0.21392403459624154,-0.9540458935740358,대위,Capt.
75,0.10974155614469958,0.39691036662277546,반복,repeat
76,1.076978638232272,2.77335085045935,고백,confession
77,1.121116480423157,-0.10795766941575995,대처,Thatcher
78,-0.08783116602182692,-0.8353712531978752,유사,Similarity
79,-0.9388869604815352,0.38839756009055737,카르텔,cartel
80,0.7607114178238397,-2.3382252062574036,대리인,agent
81,0.13270750390554428,2.3948067266545365,살인,Murder
82,4.363285431740717,-3.171307682234336,시효,prescription
83,1.8127766172000452,-2.157322750937535,유포,spread
84,2.8451640420080095,-1.4529690758752074,무고,Innocent
85,-0.3576279329929207,0.5910300457672523,방관,onlooking
86,-0.03763292829790085,0.33159275225480667,전체,all
87,-1.1317990955743866,1.2107042323566777,조롱,mockery
88,-1.2367324158365354,-0.0845212087208603,참담,Terribly
89,-1.4509103726436585,3.9255204292248718,공감,sympathy
90,-0.5656521887652474,0.9273755297913513,외면,outside
91,-2.3642092346781753,-0.597458746694762,가원,Gawon
92,2.064712415528245,1.0889602752880327,증언,Witness
93,4.091483840763305,-3.815588081385435,증거,evidence
94,0.7655096580189096,1.6793307250733016,비난,criticism
95,-1.1350915266618966,-1.275569277042468,비방,calumny
96,-1.0950083297893696,0.6545700576419369,예술인,Artists
97,0.8806297362521592,-0.2896111295343037,의심,suspicion
98,0.09523334854730238,-0.09886709953631308,모욕,insult
99,0.7783536142939066,0.076238371862334,우려,concern
100,-1.014060142316093,1.3843219504834658,각계,All walks of life
101,-2.0962121464796537,-0.7382860019353419,유념,Keep in mind
102,1.8220556110394006,0.6391762639873249,침해,prejudice
103,0.33523088777854926,-1.0410392461126676,명확,clear
104,-1.803729163989555,-0.1699303352088724,봇물,Botmul
105,2.268120604704103,-3.258855041200402,허위,falsehood
106,-0.26135758881546456,0.37496204697508884,야만,barbarity
107,-0.7721285610711884,0.8832751370962544,앞장,Lead
108,4.953100183826568,0.16827978243167044,보호,protect
109,-2.418838088389305,-0.9263734099594054,교원인사,Faculty Personnel
110,-0.8696036843646208,0.3679254058948631,서서,To stand
111,-1.575948713270046,0.004389377834639996,경의,respect
112,-0.09285243532220318,-0.8690293180487066,매뉴얼,manual
113,-2.4160309936185054,-0.8206397284364072,마땅치,Mattangchi
114,1.4620476405471534,-2.0758608585931695,근거,Evidence
115,-1.5989337311140126,-0.7058077141028019,신변,Personal
116,-1.597065453072894,4.3942955631454685,세상,world
117,-1.1367472167477872,0.3279655077343851,유명인,celebrity
