,PC1,PC2,kor,eng
0,2.162481711618621,-3.689711929978587,,
1,5.03408689143305,0.8787756541801013,가해,Added
2,-0.6198891873556592,1.0105332785989307,수차,aberration
3,4.567648325010479,3.1581753441497566,처벌,punishment
4,5.033604491735779,0.7214621254189586,피해,damage
5,-0.18482839368007653,1.115757624475146,구인,Job
6,1.8794245669505971,-1.0273391037402828,폭력,violence
7,1.9085069733266085,2.652283205375553,법적,Legal
8,-1.8675247286482377,-0.0014809083933536166,준강간,Who raped
9,-1.5866258633537542,0.28466290967223223,상해,wound
10,0.19658512477296425,-1.0939155076193305,연대,age
11,4.198855707021229,1.066433954560519,가해자,attacker
12,-2.2498380510236786,-0.1969223253349027,안지,J
13,0.29913646852792664,0.11315447899426381,취지,effect
14,4.649329263445087,1.4024348845988013,피해자,victim
15,-2.2189030575782214,-0.14862355371633157,비밀리,Secretly
16,1.0552535769995346,1.100866142725772,책임,responsibility
17,-1.5811042244157627,0.18902064338046962,민사소송,Litigation
18,1.7226165719406938,-1.96631344890798,이주,migration
19,1.2074088269238683,-1.7271111405957154,동참,Join
20,0.9781009460117036,-0.35720385451533904,실태,Conditions
21,5.302338776237795,-1.2761333068633367,성폭력,SAE
22,-1.929462238977063,-0.560691566976994,각층,Each floor
23,1.5026251416671683,-1.298230231932259,근절,eradication
24,-2.141630330821401,-0.15014736483193764,부끄럼,Shameless
25,-2.186064801239611,-0.09166939688587113,죄목,Crime
26,1.4107777975905904,0.3412220427568067,상담,consulting
27,0.8799745318956035,-1.9303912306996407,계기,meter
28,0.4856307395524636,0.4723874842113382,고도,Altitude
29,-2.23253672574511,-0.24147211387362164,악랄,Vicious
30,0.7819196097153451,-0.5755262597846966,심각,serious
31,-1.9185127828194906,0.027664777187060827,특례법,Special Cases
32,0.8251005646456585,-0.17241626085462228,익명,anonymous
33,-1.8904988537772243,-0.3719932182131519,여서,Yeoseo
34,-1.1069435894330986,-0.09270771290710877,구제,salvation
35,-1.154593478714065,0.8497613907136781,민사,Civil
36,4.0657361049894085,-0.2711453815847473,성희롱,Harassment
37,4.123307056709113,-1.7860491179668418,고발,accusation
38,-2.096874689767114,-0.3017637384834071,단죄,Condemnation
39,0.7636425352338743,1.7612786044863435,입증,proof
40,1.0556670819342864,2.9834049694466613,변호인,Counsel
41,-2.1710121920213994,-0.07018324851662046,모욕죄,contempt
42,-1.0091713297789637,0.31464001494707616,무고죄,False accusation
43,3.4013125829982878,1.3039725557656632,범죄,crime
44,-2.2926353066468157,-0.16974468356089734,의사표시,Declaration of intention
45,-1.8127563701696463,0.08203036861822138,습성,habit
46,-1.6068946546967076,0.5517328338645283,불충분,insufficiency
47,-1.7341789330872492,-0.2739610389388557,엄벌,severe punishment
48,1.1159382954030526,-2.28534298208129,의미,meaning
49,0.27516361162975284,0.4122957872123882,호소,appeal
50,-1.6472161416302862,0.27558554319634987,참고인,Note the
51,-0.49486381486066383,1.2574151963568703,신분,Identity
52,-2.1061232856595984,-0.2708357037132741,김혜정,Gimhyejeong
53,-1.0321258316800654,0.5071829944368664,재범,Offenders
54,-0.4231547621526949,-0.04997018119039673,훼손,damage
55,0.12926204828138385,0.5716301047841016,억울,unfair
56,0.3926116871328748,-0.35450719384801416,알리,Ali
57,-2.121117035387697,-0.3327836406950241,숨죽,Sumjuk
58,0.19997136886546218,-1.0147718129905487,응원,cheer
59,-0.40941284407222484,1.2115965921610012,신빙,Quality Assessment
60,-0.36079663393986006,0.3904919008485317,위계,rank
61,1.2834331764909175,-2.2099105895621896,전반,Overall
62,-2.1591727769754323,-0.26928495942636266,윤지오,Ji-Oh Yoon
63,-0.17310943773911378,1.3242933866624562,확보,secure
64,2.636237999936106,-1.8297123684139645,직장,rectal
65,1.0809034818930652,0.8009447579437972,저지,jersey
66,1.2706144432848572,0.9771832327892112,대응,Response
67,-0.24181366174881255,0.6778963943299006,명백,patency
